ASADO COSTILLA OFERTA;3390.00;0.00;MIÉRCOLES 6 DE DICIEMBRE;535
DURAZNOS NAT, 820G, ABETO;1164.90;1533.18;DOMINGO 31 DE DICIEMBRE;303
FALDA;1990.00;3290.00;JUEVES 7 DE DICIEMBRE;189
MAYONESA HEINZ 850G, LIGHT;1199.00;3121.78;DOMINGO 10 DE DICIEMBRE;655
MAYONESA HEINZ 850G, ORIGINAL;1099.00;2830.92;JUEVES 14 DE DICIEMBRE;656
SIDRA LA FARRUCA 710CC, S/ALCOHOL;869.90;1051.16;DOMINGO 31 DE DICIEMBRE;20279
VINO VIÑAS BALBO 1125CC, CLASICO TINTO;1199.00;1398.93;DOMINGO 31 DE DICIEMBRE;18295
YERBA 1KG PLAYADITO;2169.00;2784.57;DOMINGO 31 DE DICIEMBRE;126
YERBA 500G PLAYADITO;1159.00;1488.94;DOMINGO 31 DE DICIEMBRE;127
